Name,Type,Modality,Sphere ,Cylinder,Axis,Add,BC,TD
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-0.75,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-0.75,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-0.75,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-0.75,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-0.75,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-0.75,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-0.75,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-0.75,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-0.75,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-0.75,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-0.75,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-0.75,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.00,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.00,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.00,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.00,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.00,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.00,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.00,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.00,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.00,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.00,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.00,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.00,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.25,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.25,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.25,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.25,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.25,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.25,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.25,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.25,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.25,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.25,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.25,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.25,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.50,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.50,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.50,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.50,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.50,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.50,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.50,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.50,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.50,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.50,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.50,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.50,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.75,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.75,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.75,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.75,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.75,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.75,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.75,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.75,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.75,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.75,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.75,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-1.75,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.00,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.00,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.00,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.00,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.00,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.00,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.00,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.00,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.00,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.00,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.00,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.00,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.25,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.25,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.25,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.25,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.25,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.25,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.25,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.25,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.25,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.25,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.25,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.25,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.50,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.50,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.50,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.50,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.50,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.50,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.50,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.50,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.50,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.50,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.50,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.50,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.75,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.75,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.75,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.75,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.75,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.75,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.75,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.75,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.75,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.75,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.75,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-2.75,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.00,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.00,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.00,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.00,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.00,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.00,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.00,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.00,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.00,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.00,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.00,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.00,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.25,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.25,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.25,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.25,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.25,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.25,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.25,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.25,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.25,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.25,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.25,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.25,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.50,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.50,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.50,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.50,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.50,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.50,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.50,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.50,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.50,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.50,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.50,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.50,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.75,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.75,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.75,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.75,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.75,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.75,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.75,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.75,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.75,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.75,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.75,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-3.75,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.00,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.00,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.00,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.00,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.00,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.00,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.00,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.00,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.00,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.00,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.00,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.00,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.25,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.25,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.25,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.25,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.25,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.25,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.25,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.25,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.25,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.25,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.25,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.25,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.50,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.50,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.50,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.50,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.50,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.50,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.50,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.50,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.50,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.50,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.50,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.50,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.75,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.75,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.75,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.75,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.75,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.75,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.75,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.75,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.75,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.75,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.75,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-4.75,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.00,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.00,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.00,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.00,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.00,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.00,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.00,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.00,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.00,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.00,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.00,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.00,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.25,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.25,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.25,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.25,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.25,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.25,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.25,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.25,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.25,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.25,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.25,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.25,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.50,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.50,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.50,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.50,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.50,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.50,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.50,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.50,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.50,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.50,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.50,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.50,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.75,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.75,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.75,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.75,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.75,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.75,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.75,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.75,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.75,-1.50,90,,8.6,14.2
